#Example Log
ID,Event_Type,Arrival_Time,Start_Time,End_Time,Metadata
42,Releasing,2018-01-02 10:44:00,2018-01-02 10:44:00,2018-01-02 10:44:00,A3
88,Admission,2018-01-02 10:56:00,2018-01-02 10:56:00,2018-01-02 10:56:00,EM
20,Releasing,2018-01-02 10:34:00,2018-01-02 10:34:00,2018-01-02 10:34:00,A1
74,Nursing_A,2018-01-02 10:38:00,2018-01-02 10:38:00,2018-01-03 03:03:00,A3
80,Surgery,2018-01-02 10:40:00,2018-01-02 10:40:00,2018-01-02 14:39:00,B4
79,Surgery,2018-01-02 10:42:00,2018-01-02 10:42:00,2018-01-02 11:36:00,A2
81,Releasing,2018-01-02 10:56:00,2018-01-02 10:56:00,2018-01-02 10:56:00,EM
87,Releasing,2018-01-02 10:48:00,2018-01-02 10:48:00,2018-01-02 10:48:00,A1
88,ER_Treatment,2018-01-02 10:56:00,2018-01-02 10:56:00,2018-01-02 12:30:00,EM
89,Admission,2018-01-02 10:58:00,2018-01-02 10:58:00,2018-01-02 10:58:00,A3
82,Surgery,2018-01-02 10:57:00,2018-01-02 10:57:00,2018-01-02 13:22:00,A3
89,Intake,2018-01-02 10:58:00,2018-01-02 10:58:00,2018-01-02 12:00:00,A3
90,Admission,2018-01-02 11:11:00,2018-01-02 11:11:00,2018-01-02 11:11:00,B4
25,Admission,2018-01-02 11:38:00,2018-01-02 11:38:00,2018-01-02 11:38:00,B4
91,Admission,2018-01-02 11:40:00,2018-01-02 11:40:00,2018-01-02 11:40:00,B4
90,Releasing,2018-01-02 11:11:00,2018-01-02 11:11:00,2018-01-02 11:11:00,B4
83,Surgery,2018-01-02 11:18:00,2018-01-02 11:37:00,2018-01-02 12:40:00,A2
79,Nursing_A,2018-01-02 11:36:00,2018-01-02 11:36:00,2018-01-02 20:11:00,A2
85,Nursing_B,2018-01-02 11:37:00,2018-01-02 11:37:00,2018-01-03 02:38:00,B2
25,Intake,2018-01-02 11:38:00,2018-01-02 11:38:00,2018-01-02 12:33:00,B4
91,Intake,2018-01-02 11:40:00,2018-01-02 11:40:00,2018-01-02 12:27:00,B4
92,Admission,2018-01-02 11:56:00,2018-01-02 11:56:00,2018-01-02 11:56:00,A3
84,Releasing,2018-01-02 11:46:00,2018-01-02 11:46:00,2018-01-02 11:46:00,EM
93,Admission,2018-01-02 12:23:00,2018-01-02 12:23:00,2018-01-02 12:23:00,B2
92,Intake,2018-01-02 11:56:00,2018-01-02 11:56:00,2018-01-02 12:51:00,A3
93,Intake,2018-01-02 12:23:00,2018-01-02 12:23:00,2018-01-02 13:12:00,B2
94,Admission,2018-01-02 12:42:00,2018-01-02 12:42:00,2018-01-02 12:42:00,A1
86,Surgery,2018-01-02 11:48:00,2018-01-02 12:41:00,2018-01-02 16:01:00,B4
88,Releasing,2018-01-02 12:30:00,2018-01-02 12:30:00,2018-01-02 12:30:00,EM
94,Releasing,2018-01-02 12:42:00,2018-01-02 12:42:00,2018-01-02 12:42:00,A1
95,Admission,2018-01-02 12:43:00,2018-01-02 12:43:00,2018-01-02 12:43:00,EM
95,ER_Treatment,2018-01-02 12:43:00,2018-01-02 12:43:00,2018-01-02 13:49:00,EM
96,Admission,2018-01-02 13:04:00,2018-01-02 13:04:00,2018-01-02 13:04:00,B4
89,Surgery,2018-01-02 12:00:00,2018-01-02 13:00:00,2018-01-02 14:39:00,A3
96,Releasing,2018-01-02 13:04:00,2018-01-02 13:04:00,2018-01-02 13:04:00,B4
97,Admission,2018-01-02 13:06:00,2018-01-02 13:06:00,2018-01-02 13:06:00,A1
98,Admission,2018-01-02 13:14:00,2018-01-02 13:14:00,2018-01-02 13:14:00,A3
99,Admission,2018-01-02 13:14:00,2018-01-02 13:14:00,2018-01-02 13:14:00,EM
97,Releasing,2018-01-02 13:06:00,2018-01-02 13:06:00,2018-01-02 13:06:00,A1
100,Admission,2018-01-02 13:20:00,2018-01-02 13:20:00,2018-01-02 13:20:00,B1
99,ER_Treatment,2018-01-02 13:14:00,2018-01-02 13:14:00,2018-01-02 14:53:00,EM
98,Releasing,2018-01-02 13:14:00,2018-01-02 13:14:00,2018-01-02 13:14:00,A3
101,Admission,2018-01-02 13:47:00,2018-01-02 13:47:00,2018-01-02 13:47:00,A3
38,Admission,2018-01-02 13:51:00,2018-01-02 13:51:00,2018-01-02 13:51:00,B4
41,Admission,2018-01-02 14:05:00,2018-01-02 14:05:00,2018-01-02 14:05:00,A1
102,Admission,2018-01-02 14:09:00,2018-01-02 14:09:00,2018-01-02 14:09:00,A2
91,Surgery,2018-01-02 12:27:00,2018-01-02 13:23:00,2018-01-02 16:11:00,B4
22,Releasing,2018-01-02 13:26:00,2018-01-02 13:26:00,2018-01-02 13:26:00,B4
95,Releasing,2018-01-02 13:49:00,2018-01-02 13:49:00,2018-01-02 13:49:00,EM
100,Releasing,2018-01-02 13:20:00,2018-01-02 13:20:00,2018-01-02 13:20:00,B1
101,Intake,2018-01-02 13:47:00,2018-01-02 13:47:00,2018-01-02 14:46:00,A3
38,Intake,2018-01-02 13:51:00,2018-01-02 13:51:00,2018-01-02 15:01:00,B4
39,Admission,2018-01-02 13:54:00,2018-01-02 13:54:00,2018-01-02 13:54:00,B4
103,Admission,2018-01-02 14:16:00,2018-01-02 14:16:00,2018-01-02 14:16:00,EM
39,Intake,2018-01-02 13:54:00,2018-01-02 13:54:00,2018-01-02 14:47:00,B4
41,Intake,2018-01-02 14:05:00,2018-01-02 14:05:00,2018-01-02 15:05:00,A1
40,Admission,2018-01-02 14:16:00,2018-01-02 14:16:00,2018-01-02 14:16:00,A1
104,Admission,2018-01-02 14:18:00,2018-01-02 14:18:00,2018-01-02 14:18:00,A1
105,Admission,2018-01-02 14:19:00,2018-01-02 14:19:00,2018-01-02 14:19:00,A1
40,Releasing,2018-01-02 14:16:00,2018-01-02 14:16:00,2018-01-02 14:16:00,A1
106,Admission,2018-01-02 14:20:00,2018-01-02 14:20:00,2018-01-02 14:20:00,B1
107,Admission,2018-01-02 14:38:00,2018-01-02 14:38:00,2018-01-02 14:38:00,B2
104,Releasing,2018-01-02 14:18:00,2018-01-02 14:18:00,2018-01-02 14:18:00,A1
105,Releasing,2018-01-02 14:19:00,2018-01-02 14:19:00,2018-01-02 14:19:00,A1
108,Admission,2018-01-02 14:38:00,2018-01-02 14:38:00,2018-01-02 14:38:00,B2
46,Admission,2018-01-02 14:52:00,2018-01-02 14:52:00,2018-01-02 14:52:00,B4
109,Admission,2018-01-02 14:56:00,2018-01-02 14:56:00,2018-01-02 14:56:00,A2
49,Admission,2018-01-02 15:22:00,2018-01-02 15:22:00,2018-01-02 15:22:00,B1
110,Admission,2018-01-02 15:23:00,2018-01-02 15:23:00,2018-01-02 15:23:00,B1
106,Releasing,2018-01-02 14:20:00,2018-01-02 14:20:00,2018-01-02 14:20:00,B1
111,Admission,2018-01-02 15:38:00,2018-01-02 15:38:00,2018-01-02 15:38:00,B3
25,Surgery,2018-01-02 12:33:00,2018-01-02 14:40:00,2018-01-02 18:19:00,B4
83,Nursing_A,2018-01-02 12:40:00,2018-01-02 12:40:00,2018-01-02 19:01:00,A2
92,Surgery,2018-01-02 12:51:00,2018-01-02 14:40:00,2018-01-02 16:24:00,A3
77,Nursing_B,2018-01-02 12:59:00,2018-01-02 12:59:00,2018-01-03 04:07:00,B4
93,Nursing_B,2018-01-02 13:12:00,2018-01-02 13:12:00,2018-01-03 01:20:00,B2
82,Nursing_A,2018-01-02 13:22:00,2018-01-02 13:22:00,2018-01-03 06:17:00,A3
102,Intake,2018-01-02 14:09:00,2018-01-02 14:47:00,2018-01-02 15:48:00,A2
103,ER_Treatment,2018-01-02 14:16:00,2018-01-02 14:16:00,2018-01-02 15:16:00,EM
51,Releasing,2018-01-02 14:48:00,2018-01-02 14:48:00,2018-01-02 14:48:00,A4
99,Releasing,2018-01-02 14:53:00,2018-01-02 14:53:00,2018-01-02 14:53:00,EM
107,Releasing,2018-01-02 14:38:00,2018-01-02 14:38:00,2018-01-02 14:38:00,B2
108,Releasing,2018-01-02 14:38:00,2018-01-02 14:38:00,2018-01-02 14:38:00,B2
80,Nursing_B,2018-01-02 14:39:00,2018-01-02 14:39:00,2018-01-03 04:42:00,B4
89,Nursing_A,2018-01-02 14:39:00,2018-01-02 14:39:00,2018-01-03 05:04:00,A3
76,Nursing_B,2018-01-02 14:42:00,2018-01-02 14:42:00,2018-01-03 04:51:00,B3
101,Surgery,2018-01-02 14:46:00,2018-01-02 14:46:00,2018-01-02 16:47:00,A3
46,Intake,2018-01-02 14:52:00,2018-01-02 14:52:00,2018-01-02 15:37:00,B4
109,Intake,2018-01-02 14:56:00,2018-01-02 15:02:00,2018-01-02 16:12:00,A2
49,Intake,2018-01-02 15:22:00,2018-01-02 15:22:00,2018-01-02 16:16:00,B1
110,Intake,2018-01-02 15:23:00,2018-01-02 15:38:00,2018-01-02 16:34:00,B1
112,Admission,2018-01-02 15:45:00,2018-01-02 15:45:00,2018-01-02 15:45:00,A1
52,Admission,2018-01-02 16:00:00,2018-01-02 16:00:00,2018-01-02 16:00:00,B4
113,Admission,2018-01-02 16:04:00,2018-01-02 16:04:00,2018-01-02 16:04:00,B1
39,Surgery,2018-01-02 14:47:00,2018-01-02 16:02:00,2018-01-02 18:45:00,B4
111,Intake,2018-01-02 15:38:00,2018-01-02 15:49:00,2018-01-02 16:41:00,B3
75,Releasing,2018-01-02 15:53:00,2018-01-02 15:53:00,2018-01-02 15:53:00,B1
112,Releasing,2018-01-02 15:45:00,2018-01-02 15:45:00,2018-01-02 15:45:00,A1
114,Admission,2018-01-02 16:33:00,2018-01-02 16:33:00,2018-01-02 16:33:00,A2
113,Releasing,2018-01-02 16:04:00,2018-01-02 16:04:00,2018-01-02 16:04:00,B1
115,Admission,2018-01-02 16:34:00,2018-01-02 16:34:00,2018-01-02 16:34:00,B3
38,Surgery,2018-01-02 15:01:00,2018-01-02 16:12:00,2018-01-02 20:12:00,B4
41,Nursing_A,2018-01-02 15:05:00,2018-01-02 15:05:00,2018-01-02 18:38:00,A1
103,Nursing_B,2018-01-02 15:16:00,2018-01-02 15:16:00,2018-01-03 01:08:00,EM-B1
46,Surgery,2018-01-02 15:37:00,2018-01-02 16:25:00,2018-01-02 20:13:00,B4
52,Releasing,2018-01-02 16:00:00,2018-01-02 16:00:00,2018-01-02 16:00:00,B4
56,Admission,2018-01-02 16:45:00,2018-01-02 16:45:00,2018-01-02 16:45:00,A3
116,Admission,2018-01-02 16:50:00,2018-01-02 16:50:00,2018-01-02 16:50:00,EM
114,Intake,2018-01-02 16:33:00,2018-01-02 16:33:00,2018-01-02 17:39:00,A2
102,Surgery,2018-01-02 15:48:00,2018-01-02 16:48:00,2018-01-02 17:26:00,A2
86,Nursing_B,2018-01-02 16:01:00,2018-01-02 16:01:00,2018-01-03 12:00:00,B4
91,Nursing_B,2018-01-02 16:11:00,2018-01-02 16:11:00,2018-01-03 12:35:00,B4
115,Intake,2018-01-02 16:34:00,2018-01-02 16:34:00,2018-01-02 17:33:00,B3
54,Releasing,2018-01-02 16:38:00,2018-01-02 16:38:00,2018-01-02 16:38:00,A3
117,Admission,2018-01-02 19:50:00,2018-01-02 19:50:00,2018-01-02 19:50:00,EM
41,Releasing,2018-01-02 18:38:00,2018-01-02 18:38:00,2018-01-02 18:38:00,A1
83,Releasing,2018-01-02 19:01:00,2018-01-02 19:01:00,2018-01-02 19:01:00,A2
56,Releasing,2018-01-02 16:45:00,2018-01-02 16:45:00,2018-01-02 16:45:00,A3
116,ER_Treatment,2018-01-02 16:50:00,2018-01-02 16:50:00,2018-01-02 18:11:00,EM
117,ER_Treatment,2018-01-02 19:50:00,2018-01-02 19:50:00,2018-01-02 21:56:00,EM
116,Releasing,2018-01-02 18:11:00,2018-01-02 18:11:00,2018-01-02 18:11:00,EM
118,Admission,2018-01-02 20:57:00,2018-01-02 20:57:00,2018-01-02 20:57:00,EM
109,Surgery,2018-01-02 16:12:00,2018-01-02 20:14:00,2018-01-02 21:06:00,A2
49,Nursing_B,2018-01-02 16:16:00,2018-01-02 16:16:00,2018-01-03 00:05:00,B1
92,Nursing_A,2018-01-02 16:24:00,2018-01-02 16:24:00,2018-01-03 09:55:00,A3
110,Nursing_B,2018-01-02 16:34:00,2018-01-02 16:34:00,2018-01-03 01:42:00,B1
79,Releasing,2018-01-02 20:11:00,2018-01-02 20:11:00,2018-01-02 20:11:00,A2
118,ER_Treatment,2018-01-02 20:57:00,2018-01-02 20:57:00,2018-01-02 23:10:00,EM
119,Admission,2018-01-02 21:47:00,2018-01-02 21:47:00,2018-01-02 21:47:00,EM
111,Surgery,2018-01-02 16:41:00,2018-01-02 21:07:00,2018-01-03 01:03:00,B3
101,Nursing_A,2018-01-02 16:47:00,2018-01-02 16:47:00,2018-01-03 12:24:00,A3
102,Nursing_A,2018-01-02 17:26:00,2018-01-02 17:26:00,2018-01-03 03:07:00,A2
55,Releasing,2018-01-02 21:13:00,2018-01-02 21:13:00,2018-01-02 21:13:00,B4
119,ER_Treatment,2018-01-02 21:47:00,2018-01-02 21:47:00,2018-01-02 23:56:00,EM
120,Admission,2018-01-02 21:58:00,2018-01-02 21:58:00,2018-01-02 21:58:00,EM
120,ER_Treatment,2018-01-02 21:58:00,2018-01-02 21:58:00,2018-01-02 23:18:00,EM
121,Admission,2018-01-02 22:16:00,2018-01-02 22:16:00,2018-01-02 22:16:00,EM
121,ER_Treatment,2018-01-02 22:16:00,2018-01-02 22:16:00,2018-01-03 00:03:00,EM
122,Admission,2018-01-02 23:48:00,2018-01-02 23:48:00,2018-01-02 23:48:00,EM
118,Releasing,2018-01-02 23:10:00,2018-01-02 23:10:00,2018-01-02 23:10:00,EM
120,Releasing,2018-01-02 23:18:00,2018-01-02 23:18:00,2018-01-02 23:18:00,EM
122,ER_Treatment,2018-01-02 23:48:00,2018-01-02 23:48:00,2018-01-03 01:41:00,EM
123,Admission,2018-01-02 23:56:00,2018-01-02 23:56:00,2018-01-02 23:56:00,EM
124,Admission,2018-01-03 00:19:00,2018-01-03 00:19:00,2018-01-03 00:19:00,EM
119,Releasing,2018-01-02 23:56:00,2018-01-02 23:56:00,2018-01-02 23:56:00,EM
121,Releasing,2018-01-03 00:03:00,2018-01-03 00:03:00,2018-01-03 00:03:00,EM
49,Releasing,2018-01-03 00:05:00,2018-01-03 00:05:00,2018-01-03 00:05:00,B1
123,ER_Treatment,2018-01-02 23:56:00,2018-01-02 23:56:00,2018-01-03 01:49:00,EM
124,ER_Treatment,2018-01-03 00:19:00,2018-01-03 00:19:00,2018-01-03 02:08:00,EM
125,Admission,2018-01-03 00:35:00,2018-01-03 00:35:00,2018-01-03 00:35:00,EM
125,ER_Treatment,2018-01-03 00:35:00,2018-01-03 00:35:00,2018-01-03 03:02:00,EM
126,Admission,2018-01-03 00:49:00,2018-01-03 00:49:00,2018-01-03 00:49:00,EM
127,Admission,2018-01-03 01:27:00,2018-01-03 01:27:00,2018-01-03 01:27:00,EM
126,ER_Treatment,2018-01-03 00:49:00,2018-01-03 00:49:00,2018-01-03 03:28:00,EM
115,Surgery,2018-01-02 17:33:00,2018-01-03 01:04:00,2018-01-03 05:13:00,B3
103,Releasing,2018-01-03 01:08:00,2018-01-03 01:08:00,2018-01-03 01:08:00,EM-B1
93,Releasing,2018-01-03 01:20:00,2018-01-03 01:20:00,2018-01-03 01:20:00,B2
127,ER_Treatment,2018-01-03 01:27:00,2018-01-03 01:27:00,2018-01-03 03:59:00,EM





